, CC_area, CC_perimeter, CC_circularity, CC_length, W1, W2, W3, W4, W5, W6, W7,volume
772,388.0,162.66,0.18428,59.0,14.5,85.25,65.25,39.0,34.75,29.75,119.5,1365793.5
773,636.75,180.34,0.24603899999999998,61.0,26.25,148.5,95.0,64.5,71.25,65.75,165.5,1496430.25
774,557.0,184.27,0.206143,69.5,11.75,99.5,92.5,71.75,67.25,52.0,162.25,1563512.875
775,417.5,177.49,0.166542,66.5,11.5,73.75,65.5,71.75,43.25,32.75,119.0,1322464.75
776,511.5,177.85,0.203205,63.5,15.0,116.0,73.75,54.75,47.5,48.0,156.5,1481620.75
777,522.0,190.39,0.18096700000000002,64.0,24.0,104.0,88.75,49.0,42.5,46.5,167.25,1651779.875
778,605.75,205.29,0.180624,72.5,29.0,116.75,88.5,59.75,69.75,57.25,184.75,1561076.375
779,595.75,200.94,0.185405,70.5,20.5,115.5,94.0,62.75,57.0,62.25,183.75,1572135.375
780,612.5,186.44,0.22143400000000002,69.5,9.25,133.75,104.75,68.5,59.25,59.25,177.75,1566113.125
781,411.0,169.63,0.17949,62.5,3.25,54.75,85.25,47.75,41.75,42.25,136.0,1350665.0
782,513.5,202.92,0.15670499999999998,72.5,19.25,69.25,99.25,59.5,55.0,42.5,168.75,1371017.75
783,551.5,195.44,0.18144100000000002,74.5,13.5,122.5,83.25,70.75,60.25,45.5,155.75,1475735.5
784,664.25,205.7,0.197271,69.5,11.5,118.75,108.0,68.0,75.25,62.0,220.75,1562437.0
785,812.0,220.38,0.210098,76.5,129.5,92.0,75.0,102.0,74.0,92.25,247.25,1703393.25
786,560.0,228.36,0.134946,76.0,32.75,103.5,92.25,56.75,47.75,38.5,188.5,1623215.375
787,589.5,182.87,0.221509,63.0,9.5,120.25,82.75,78.0,66.75,65.25,167.0,1340508.875
788,865.25,215.53,0.234064,76.0,12.25,185.75,127.25,94.5,85.75,91.75,268.0,1608493.625
789,744.5,213.73,0.204803,78.5,23.5,141.0,136.75,94.75,74.75,66.75,207.0,1657812.75
790,538.0,186.9,0.19353499999999998,66.5,22.0,99.5,104.5,52.5,48.75,46.0,164.75,1406333.25
791,601.0,168.9,0.264734,63.5,1.25,111.0,108.25,77.25,70.25,58.75,174.25,1460800.875
792,650.5,225.41,0.160884,81.5,13.0,106.0,111.5,79.25,68.5,44.5,227.75,1769782.875
793,605.5,206.56,0.178333,76.0,18.25,117.25,106.25,69.75,62.0,48.5,183.5,1612197.625
794,810.5,205.46,0.241274,74.0,17.75,262.5,77.5,107.5,87.0,66.25,192.0,1500748.75
795,564.75,196.9,0.18304600000000001,76.0,16.25,115.75,88.0,71.5,57.0,50.25,166.0,1529309.25
796,635.25,194.02,0.212052,72.0,14.5,150.25,116.0,64.75,47.0,47.75,195.0,1663446.625
797,689.25,221.7,0.176217,74.5,32.5,126.25,127.5,81.25,70.25,55.0,196.5,1647272.5
798,706.5,223.87,0.17714000000000002,80.5,23.0,161.75,110.75,92.0,69.75,53.0,196.25,1591078.5
799,762.75,211.05,0.21519899999999997,77.5,23.75,172.0,111.25,92.25,76.5,72.75,214.25,1411869.375
800,554.25,186.78,0.199639,75.0,3.5,129.75,80.75,77.25,62.75,49.5,150.75,1301964.0
801,650.0,206.46,0.191626,74.5,27.5,118.25,97.75,88.0,73.25,56.0,189.25,1646076.75
802,541.25,174.39,0.223652,60.5,11.75,127.5,90.5,63.5,48.5,50.5,149.0,1447121.75
803,517.5,180.0,0.200724,63.0,12.0,145.5,74.0,55.25,48.75,35.5,146.5,1214414.0
804,583.75,194.56,0.19378900000000002,69.0,19.0,130.5,96.75,73.0,56.0,41.5,167.0,1595660.375
805,551.5,191.34,0.189301,60.0,18.75,110.25,105.0,61.5,48.25,48.5,159.25,1406762.875
806,608.0,213.87,0.16703199999999999,71.5,29.25,106.75,91.0,58.75,64.25,50.0,208.0,1784279.0
807,528.75,189.27,0.18548599999999998,69.0,19.75,119.5,79.75,58.5,52.25,47.25,151.75,1556096.875
808,432.5,176.83,0.17381,67.5,10.25,101.25,45.25,60.25,44.5,37.75,133.25,1319529.75
809,633.25,199.78,0.199376,71.5,22.5,131.75,81.5,63.5,60.0,53.0,221.0,1677951.625
810,730.25,218.82,0.191643,78.5,17.25,157.75,107.75,86.5,64.0,68.75,228.25,1721688.125
811,654.25,207.1,0.191696,72.0,33.25,106.0,97.0,86.25,85.5,58.25,188.0,1447302.625
812,516.25,188.22,0.183127,65.5,17.75,80.0,91.25,57.75,59.5,50.0,160.0,1434322.875
813,624.0,206.56,0.183782,74.5,18.75,121.0,106.75,68.25,58.75,47.25,203.25,1587499.5
814,668.25,193.1,0.225219,69.0,14.5,153.75,82.75,79.5,70.25,67.5,200.0,1753565.0
815,546.75,181.34,0.20893899999999999,65.5,11.25,114.0,81.25,63.75,50.25,60.5,165.75,1875922.0
816,649.25,190.27,0.225369,72.0,11.5,161.5,98.25,76.5,57.5,58.75,185.25,1446406.0
817,684.25,200.82,0.213204,69.5,28.5,165.75,92.75,77.25,69.25,71.75,179.0,1619624.0
818,771.5,214.92,0.20989899999999997,72.0,33.5,143.75,135.75,82.0,56.0,87.25,233.25,1717373.0
819,598.25,200.1,0.18776600000000002,70.0,23.25,108.5,108.75,66.25,53.75,63.5,174.25,1748176.0
820,632.25,191.63,0.21635500000000002,71.0,17.75,166.25,89.25,81.75,65.25,59.5,152.5,1604595.0
821,532.25,190.02,0.185228,69.5,22.75,117.5,84.5,65.5,58.0,43.75,140.25,1482511.0
822,621.75,202.68,0.190195,75.5,21.75,127.75,95.5,65.75,55.75,63.25,192.0,1745474.0
823,841.0,225.36,0.208092,81.0,24.25,192.25,132.75,109.5,77.25,74.0,231.0,1686800.0
824,697.75,223.97,0.17480199999999999,79.5,18.0,119.25,101.75,77.0,82.5,76.5,222.75,1752008.0
825,542.75,194.75,0.179823,69.5,20.0,114.5,100.0,72.75,64.25,37.0,134.25,1564258.0
826,705.0,230.7,0.166455,84.0,25.25,117.0,116.5,81.0,74.75,59.0,231.75,1587862.625
827,480.75,179.85,0.186764,62.0,19.0,103.75,76.75,57.75,42.75,33.0,147.75,1450472.125
828,517.0,198.02,0.165677,76.0,13.25,88.0,80.0,61.25,57.75,48.5,168.25,1303953.75
829,578.25,194.61,0.191864,72.0,16.25,125.75,107.5,69.75,47.75,42.0,169.25,1532958.75
830,799.25,215.19,0.2169,79.0,26.0,164.5,123.5,99.75,98.5,78.0,209.0,1746648.875
831,722.5,217.07,0.192692,75.0,30.75,167.0,90.25,82.75,75.5,67.5,208.75,1586032.5
832,606.0,199.63,0.19108499999999998,69.5,19.5,145.5,80.5,65.5,62.5,53.0,179.5,1554149.75
833,597.75,192.2,0.203348,70.0,19.25,154.0,86.25,76.0,71.5,42.25,148.5,1379388.75
834,797.0,219.92,0.207073,80.0,21.75,153.0,118.75,101.25,76.25,77.25,248.75,1598696.75
835,548.75,197.56,0.17668,73.5,18.0,107.75,78.75,74.25,60.75,48.75,160.5,1546443.625
836,419.25,168.2,0.186231,63.0,5.0,67.25,71.0,44.0,44.25,49.5,138.25,1464743.0
837,636.0,189.12,0.223465,61.5,25.5,138.5,83.5,76.5,62.25,62.5,187.25,1296305.875
838,598.0,201.87,0.184396,69.5,28.0,123.75,110.5,70.5,56.0,47.75,161.5,1563913.375
839,429.25,159.3,0.212573,61.0,5.25,82.25,75.25,45.75,42.0,45.25,133.5,1192560.0
840,572.75,198.8,0.182109,69.0,23.75,119.5,102.5,70.25,47.75,39.0,170.0,1569856.5
841,391.75,173.22,0.164074,64.0,15.0,86.5,68.0,50.0,42.5,31.25,98.5,1231283.5
842,445.75,177.66,0.17746800000000001,67.5,12.75,102.5,70.0,55.5,48.5,34.0,122.5,1363011.125
843,462.75,183.49,0.172718,65.5,18.0,97.0,79.0,47.75,41.75,38.0,141.25,1377375.75
844,629.0,188.2,0.22317199999999998,68.5,14.0,149.5,98.0,60.75,53.25,69.25,184.25,1536604.75
845,612.5,191.2,0.21055100000000002,72.5,16.25,147.0,99.25,78.0,51.75,50.0,170.25,1483667.0
846,400.25,175.1,0.164056,63.0,13.25,75.25,68.5,45.25,40.25,41.75,116.0,1305828.0
847,609.25,190.02,0.212025,67.5,18.75,125.5,99.5,66.5,60.75,65.25,173.0,1183296.625
848,605.5,210.85,0.171145,79.5,18.75,134.5,84.25,62.0,56.75,53.25,196.0,1430032.25
849,556.0,217.58,0.147585,64.0,44.0,65.25,85.25,50.25,51.5,47.5,212.25,1567580.875
850,424.25,191.68,0.145102,71.0,11.25,89.5,80.0,53.75,38.5,37.25,114.0,1312700.75
851,518.0,196.1,0.16927899999999999,71.0,14.75,98.25,72.5,58.25,49.5,51.5,173.25,1337893.625
852,567.0,200.97,0.176406,74.0,17.5,110.0,92.25,65.25,49.25,48.5,184.25,1491054.625
853,388.5,207.53,0.113354,69.5,3.5,70.25,68.5,41.25,35.75,28.25,141.0,1248579.375
854,377.25,155.47,0.19613599999999998,58.0,11.75,96.0,49.5,39.0,37.75,29.75,113.5,1461730.0
855,529.0,198.0,0.169573,68.0,30.0,106.0,92.5,59.5,46.75,43.0,151.25,1405939.5
856,605.0,203.05,0.184408,71.0,38.25,152.5,96.75,67.75,60.75,40.5,148.5,1441636.75
857,503.5,208.75,0.14519300000000002,73.0,34.25,98.75,97.25,53.75,47.75,42.25,129.5,1364671.5
858,482.0,183.1,0.180676,66.0,16.75,126.75,63.25,49.0,42.5,40.0,143.75,1430552.625
859,630.5,187.92,0.224352,69.0,10.25,155.25,69.75,80.0,65.0,62.75,187.5,1284102.375
860,587.5,186.85,0.2114550000000001,68.0,20.75,142.0,79.0,70.0,53.5,50.5,171.75,1281204.125
861,470.0,159.25,0.2329,60.0,7.0,116.5,63.5,59.0,42.5,39.5,142.0,1258984.0
862,520.5,184.75,0.191624,64.5,20.75,108.75,86.5,58.25,51.5,54.25,140.5,1379508.25
863,471.75,177.9,0.187307,66.5,10.0,101.5,61.25,56.5,43.75,44.5,154.25,1221912.0
864,369.75,161.76,0.17757,61.0,12.5,77.25,73.25,31.75,27.5,33.25,114.25,1273634.25
865,521.25,175.56,0.212522,62.5,13.5,113.0,72.25,59.0,49.25,56.0,158.25,1195023.25
866,676.25,201.75,0.20877600000000002,72.0,22.0,134.0,91.75,77.5,65.5,69.0,216.5,1394433.625
867,350.0,164.3,0.162938,61.0,4.0,44.25,71.75,47.25,27.5,35.5,119.75,1312287.0
868,428.75,166.02,0.195465,60.0,14.5,84.0,71.75,49.5,39.5,42.75,126.75,1229241.75
869,523.0,189.07,0.183842,72.5,12.0,133.0,69.5,59.75,46.25,37.25,165.25,1277924.375
870,339.5,170.12,0.147405,65.5,10.0,63.25,62.75,38.5,28.75,25.0,111.25,1374216.875
871,578.5,195.6,0.190006,68.0,20.75,127.5,94.5,66.25,58.75,57.0,153.75,1533533.75
872,589.5,178.15,0.233422,65.5,10.0,158.0,78.0,63.5,54.75,53.25,172.0,1352775.75
873,512.5,180.49,0.197698,67.0,14.5,128.25,72.25,68.25,51.0,31.75,146.5,1376900.625
874,430.5,178.83,0.169158,66.0,16.5,91.25,76.25,47.25,33.25,32.5,133.5,1256767.125
875,428.75,175.2,0.175536,65.0,12.0,82.5,78.5,51.0,42.5,37.25,125.0,1292153.625
876,516.0,190.87,0.177978,69.0,16.25,98.25,92.75,66.0,66.25,47.75,128.75,1335050.375
877,563.25,178.61,0.22186999999999998,64.5,18.25,140.25,70.5,67.5,55.75,48.25,162.75,1454416.875
878,637.75,191.61,0.21828499999999998,69.5,15.75,168.75,92.25,85.25,65.5,43.0,167.25,1412283.625
879,519.75,181.56,0.19813599999999998,65.0,19.0,127.0,78.25,63.0,51.25,41.75,139.5,1272322.875
880,550.75,168.56,0.243588,59.0,8.25,140.5,87.5,61.0,54.5,49.75,149.25,1124174.5
881,706.25,204.53,0.212154,71.5,13.25,165.25,96.0,83.25,66.0,59.5,223.0,1450392.0
882,755.75,211.87,0.21156,75.0,23.75,158.5,121.0,94.0,73.5,65.75,219.25,1688607.625
883,490.25,176.27,0.198283,65.0,14.75,112.0,60.25,56.0,54.0,44.5,148.75,1267066.875
884,538.5,179.85,0.2092,64.0,12.25,99.75,91.75,62.25,52.25,50.75,169.5,1201518.0
885,483.0,185.51,0.17637,66.5,15.75,117.25,74.25,54.25,46.5,38.75,136.25,1367643.625
886,787.0,212.51,0.218991,79.5,19.75,186.0,109.0,95.75,71.5,71.25,233.75,1405275.625
887,573.0,188.92,0.201739,64.5,23.0,145.25,76.25,78.25,59.75,40.0,150.5,1377968.5
888,655.5,208.0,0.190404,75.5,23.25,133.25,108.5,77.25,56.75,57.5,199.0,1511749.25
889,503.25,170.07,0.21863200000000002,59.5,14.25,111.75,72.25,49.75,46.5,46.5,162.25,1302445.25
890,495.75,180.42,0.191388,64.5,13.25,117.75,65.25,58.25,49.5,32.75,159.0,1420458.0
891,616.0,191.15,0.211866,66.0,18.0,127.0,95.25,64.25,56.75,54.75,200.0,1458183.625
892,539.25,196.58,0.17535499999999998,68.5,21.5,121.75,96.0,68.5,51.75,38.75,141.0,1303101.625
893,509.0,201.8,0.157063,72.0,15.5,90.75,83.5,50.75,46.0,43.5,179.0,1352032.875
894,619.25,191.17,0.212937,67.0,26.5,137.25,97.0,74.0,55.75,59.25,169.5,1344967.25
895,455.25,171.78,0.193868,63.5,15.25,88.5,82.0,59.25,43.0,34.25,133.0,1437981.625
896,357.25,154.45,0.188201,60.5,6.5,79.0,47.25,31.5,29.5,36.0,127.5,1287030.0
897,553.5,205.44,0.164802,74.5,26.0,119.75,86.75,64.5,58.25,40.5,157.75,1505096.5
898,622.25,202.41,0.19086,69.5,26.5,121.75,110.75,79.0,64.0,41.0,179.25,1436388.0
899,544.0,182.85,0.204458,63.0,14.0,113.75,74.5,54.25,56.75,53.25,177.5,1370971.25
900,744.75,201.22,0.23114899999999997,73.0,22.25,178.0,91.25,84.75,74.25,75.75,218.5,1466185.25
901,464.25,181.63,0.17684,66.0,10.5,99.5,88.0,60.5,50.75,36.75,118.25,1277426.5
902,449.0,172.25,0.190176,64.0,13.5,110.75,61.25,50.5,43.5,34.5,135.0,1197709.25
903,629.25,218.94,0.164954,76.5,37.25,130.75,100.0,70.0,52.75,51.0,187.5,1490766.0
904,511.5,178.27,0.202261,65.0,10.25,120.0,75.75,57.0,48.25,42.75,157.5,1269948.0
905,457.25,184.53,0.168743,63.5,13.5,91.0,80.0,59.25,51.0,31.25,131.25,1403259.625
906,688.25,197.75,0.221163,69.0,23.0,130.0,81.25,75.5,78.0,70.75,229.75,1306762.875
907,501.0,173.54,0.20905100000000001,63.5,10.5,106.25,73.0,59.5,51.5,37.5,162.75,1405408.875
908,539.75,203.27,0.16416,76.0,18.0,118.5,86.75,58.5,41.75,42.25,174.0,1495303.25
909,502.25,191.44,0.172215,69.5,18.0,127.75,80.5,58.5,49.0,33.5,135.0,1512662.5
910,570.5,203.22,0.173599,72.5,27.25,123.0,81.5,70.5,54.25,42.25,171.75,1276946.5
911,574.25,194.34,0.191071,71.0,18.5,142.5,72.5,67.25,58.75,48.0,166.75,1446958.875
912,549.25,191.0,0.18920599999999999,66.0,20.5,124.0,86.0,63.5,50.5,50.75,154.0,1593387.625
913,626.25,207.63,0.182546,75.0,27.0,130.25,101.5,72.25,59.75,53.25,182.25,1502644.875
914,565.75,196.32,0.18446600000000002,70.5,20.5,130.0,95.5,63.25,45.5,36.75,174.25,1462902.0
915,544.5,178.68,0.214313,63.0,12.25,143.5,74.0,60.0,49.5,52.25,153.0,1233062.5
916,533.0,184.8,0.19611900000000002,65.5,27.5,112.75,81.75,64.0,54.25,44.75,148.0,1393354.875
917,545.75,192.12,0.185813,67.5,19.0,126.5,88.5,62.25,56.25,40.25,153.0,1476733.25
918,630.25,206.46,0.185803,73.5,22.5,126.5,106.75,75.75,60.0,57.5,181.25,1533732.0
919,538.25,197.12,0.17407999999999998,65.0,23.5,117.25,71.25,55.5,49.0,47.75,174.0,1108864.875
920,591.75,193.63,0.19833399999999998,69.5,20.0,163.5,74.75,65.75,57.5,57.5,152.75,1472575.25
921,662.5,196.63,0.215324,70.5,25.75,152.5,95.75,71.0,59.5,62.0,196.0,1455309.625
922,637.25,210.7,0.180377,76.0,21.5,133.0,105.25,74.0,56.25,62.25,185.0,1447642.875
923,515.75,171.97,0.21914,62.5,14.75,121.0,75.0,68.0,52.75,45.25,139.0,1319162.5
924,579.25,195.51,0.190432,73.5,16.5,162.75,87.5,76.0,60.0,40.25,136.25,1461610.875
925,618.25,207.07,0.181199,73.5,19.25,137.75,102.0,67.75,64.75,46.75,180.0,1202331.625
926,525.75,197.97,0.168567,74.0,19.25,109.25,85.75,69.5,49.5,40.75,151.75,1305868.875
927,568.5,193.53,0.19074000000000002,71.0,14.25,138.25,76.5,80.25,59.75,50.25,149.25,1349984.5
928,459.25,188.73,0.16202,73.0,3.25,123.25,63.5,58.5,51.75,33.5,125.5,1298005.25
929,554.0,197.44,0.178589,70.0,30.25,130.0,82.0,61.5,55.25,42.75,152.25,1415746.875
930,595.0,214.12,0.16309,73.5,22.5,102.0,112.25,60.0,58.0,47.75,192.5,1312106.5
931,527.25,188.2,0.18707100000000002,68.5,29.0,122.75,73.0,62.0,50.0,42.5,148.0,1343195.875
932,509.75,180.15,0.19738699999999998,66.0,18.25,116.5,70.25,59.25,52.5,44.0,149.0,1313161.25
933,555.25,200.34,0.173849,72.0,22.0,108.75,83.25,62.0,55.75,48.75,174.75,1451551.25
934,585.25,208.19,0.169685,75.0,26.0,121.25,90.5,62.0,59.5,54.5,171.5,1333332.0
935,489.75,188.88,0.172505,72.5,11.5,109.5,77.75,60.5,47.25,36.5,146.75,1387461.625
936,590.0,195.51,0.193966,74.0,8.0,127.25,88.0,71.25,60.5,52.0,183.0,1408628.5
937,676.75,209.94,0.192943,76.0,16.75,147.0,94.0,71.5,66.25,70.5,210.75,1525237.25
938,614.5,196.92,0.199129,72.0,19.25,144.5,105.25,71.25,56.5,44.0,173.75,1525645.25
939,517.75,185.02,0.190052,68.0,19.0,111.5,79.0,63.5,51.0,42.0,151.75,1173508.875
940,544.25,188.97,0.19151500000000002,65.5,21.5,107.0,101.25,68.0,49.75,37.0,159.75,1404801.625
941,581.75,180.2,0.225142,64.5,15.75,129.75,73.75,68.5,53.5,49.25,191.25,1347093.625
942,501.0,169.83,0.218277,62.5,11.5,122.5,61.75,64.5,51.25,38.5,151.0,1267976.5
943,545.25,180.51,0.210283,67.0,17.75,126.25,87.5,72.0,54.25,48.5,139.0,1530168.0
944,629.75,202.75,0.19250699999999998,70.5,26.5,140.75,118.25,77.75,62.0,46.0,158.5,1402104.0
945,606.75,182.54,0.228827,64.0,21.25,154.5,83.75,69.75,56.0,44.5,177.0,1383370.875
946,688.25,206.92,0.201992,75.0,31.25,164.25,102.25,73.0,58.5,64.5,194.5,1416064.875
947,515.5,202.6,0.157817,70.0,32.75,105.0,76.75,67.0,51.75,38.75,143.5,1375454.5
948,569.25,189.63,0.198927,69.0,26.25,143.5,71.25,57.75,55.0,52.5,163.0,1339059.625
949,461.75,184.83,0.169849,67.5,17.5,98.5,80.75,52.5,40.25,36.75,135.5,1189567.25
950,601.5,206.49,0.177277,77.0,17.25,147.5,94.0,73.25,57.5,38.0,174.0,1562881.25
951,563.25,194.37,0.187354,70.5,16.25,116.0,84.75,70.25,51.25,43.25,181.5,1279489.125
952,449.25,172.97,0.188684,63.0,12.0,100.25,58.5,64.25,55.0,34.0,125.25,1276141.25
953,555.0,183.32,0.207537,64.0,17.25,138.5,83.0,64.0,55.0,41.25,156.0,1607859.625
954,590.0,194.82,0.19533499999999998,68.0,17.5,128.75,89.25,62.5,58.75,66.25,167.0,1392837.625
955,607.5,194.92,0.20092100000000002,69.5,18.25,128.75,75.75,66.0,63.25,58.0,197.5,1400980.875
956,595.0,205.8,0.176533,76.0,28.75,136.0,91.25,72.5,62.5,55.5,148.5,1635166.875
957,611.25,194.05,0.203996,72.5,14.75,172.0,82.5,75.75,61.0,45.0,160.25,1493331.625
958,603.25,187.85,0.21481799999999998,68.5,23.0,146.25,82.5,66.25,57.25,58.25,169.75,1482781.25
959,502.0,177.75,0.199656,63.5,15.5,113.0,80.0,65.75,63.0,51.0,113.75,1451256.0
960,584.0,208.53,0.168765,74.0,29.0,120.5,89.25,70.5,53.0,54.0,167.75,1519203.625
961,654.75,216.26,0.17593,71.5,28.25,118.25,101.25,69.5,67.0,67.25,203.25,1364875.25
962,687.75,218.26,0.181425,75.0,36.75,138.0,113.75,77.0,64.75,65.75,191.75,1510027.25
963,579.0,184.32,0.214169,68.0,10.0,140.25,94.75,57.0,48.0,57.0,172.0,1358813.25
964,527.75,189.44,0.1848,70.0,17.75,122.0,69.25,62.25,48.25,48.5,159.75,1449222.0
965,517.75,186.75,0.186551,66.0,16.25,116.5,75.25,64.75,56.75,41.25,147.0,1396135.25
966,733.75,207.46,0.21423499999999998,73.5,24.0,186.5,103.75,81.0,61.5,71.25,205.75,1663743.625
967,548.0,181.32,0.209465,67.5,11.0,151.5,70.5,65.25,50.5,44.75,154.5,1326477.625
968,600.25,188.39,0.21253699999999998,63.5,21.25,130.25,89.0,68.5,63.5,45.5,182.25,1300237.25
969,484.25,188.63,0.171022,64.0,18.0,113.5,90.75,55.5,44.0,36.25,126.25,1456525.25
970,630.0,204.51,0.189288,75.5,18.0,126.0,93.5,81.0,64.25,52.25,195.0,1456588.875
971,457.25,200.17,0.14340999999999998,71.5,19.25,87.75,84.75,47.75,39.0,30.75,148.0,1333123.25
972,719.75,203.63,0.21812399999999998,71.5,22.0,207.75,79.0,76.5,65.5,54.75,214.25,1468983.625
973,546.75,182.68,0.2058780000000001,67.0,8.0,159.75,69.25,59.25,50.5,44.75,155.25,1568090.5
974,487.5,181.32,0.18634,64.0,23.0,109.75,66.75,52.0,44.5,41.75,149.75,1525593.625
975,771.25,207.05,0.226086,76.5,22.25,186.75,107.25,94.25,82.75,71.5,206.5,1545580.0
976,644.5,219.34,0.168347,81.5,27.5,122.25,103.75,71.5,76.25,64.0,179.25,1538466.0
977,732.5,195.34,0.24123699999999998,69.0,13.0,168.0,90.25,86.0,85.75,72.5,217.0,1518257.0
978,553.5,177.12,0.221701,67.0,12.25,128.75,65.5,65.0,56.75,53.25,172.0,1373060.0
979,408.0,154.83,0.213869,55.5,2.0,87.25,82.0,53.0,40.75,35.25,107.75,1375293.0
980,652.25,197.73,0.209639,69.5,24.25,149.25,72.5,83.5,70.25,55.75,196.75,1596538.0
981,582.5,222.55,0.14779,73.5,26.5,117.75,81.5,65.5,53.5,57.5,180.25,1372671.0
982,660.75,201.82,0.203847,68.0,25.25,141.0,110.25,74.75,61.25,57.25,191.0,1288472.0
983,704.5,208.46,0.203726,73.5,29.75,140.25,98.25,83.0,74.25,74.75,204.25,1549448.0
984,575.75,201.53,0.17814000000000002,71.0,26.5,138.0,65.0,63.75,52.0,52.25,178.25,1598254.0
985,629.5,204.53,0.189099,74.5,17.0,135.75,112.25,75.5,62.5,51.25,175.25,1714392.0
986,572.25,193.97,0.191121,71.0,20.5,128.25,88.75,68.0,53.75,52.0,161.0,1639864.0
987,723.5,209.87,0.206411,73.5,32.75,142.75,100.5,86.5,77.75,74.0,209.25,1571631.0
988,666.0,220.92,0.171474,82.5,23.75,144.0,99.0,72.5,72.0,72.0,182.75,1578270.0
989,841.5,222.77,0.21307800000000002,76.5,37.0,176.75,143.0,100.75,82.5,77.0,224.5,1851485.25
990,697.5,211.41,0.196113,74.0,31.75,168.75,94.0,75.25,60.25,67.25,200.25,1547494.875
991,694.5,208.36,0.20102799999999998,75.0,18.5,179.5,95.25,78.75,70.75,62.0,189.75,1723963.75
992,628.5,196.46,0.20463,69.0,26.0,133.5,96.0,79.5,60.75,55.5,177.25,1429134.375
993,674.0,195.58,0.22141999999999998,69.5,17.5,130.0,91.75,75.25,82.75,70.5,206.25,1588985.5
994,576.0,187.63,0.2056,69.0,13.5,147.5,82.75,68.75,55.75,48.5,159.25,1408378.0
995,641.75,202.51,0.19664500000000001,74.0,26.25,164.25,78.5,81.75,72.75,48.25,170.0,1639271.0
996,597.0,220.77,0.153919,79.0,32.75,121.0,84.5,72.5,59.5,56.5,170.25,1504958.0
997,677.75,216.48,0.18173699999999998,76.0,26.5,134.5,126.25,74.0,56.75,62.5,197.25,1466587.0
998,646.5,205.34,0.192681,74.5,18.75,154.25,76.0,64.25,58.0,63.0,212.25,1509587.0
999,705.75,213.75,0.194106,76.0,25.75,136.25,98.75,74.25,79.5,68.25,223.0,1547540.0
1000,676.25,210.63,0.191546,76.0,26.0,149.75,100.0,70.75,59.25,62.25,208.25,1576006.0
1001,542.0,197.22,0.17511400000000002,69.0,20.5,121.5,78.25,53.25,50.75,39.75,178.0,1327624.0
1002,687.0,215.22,0.186386,78.0,23.75,163.5,95.0,76.75,65.75,52.0,210.25,1427929.0
1003,643.0,196.61,0.20903000000000002,74.0,17.75,170.25,101.0,83.75,58.75,49.5,162.0,1555608.0
1004,678.75,215.22,0.184148,77.5,17.5,149.5,106.25,72.5,65.25,59.25,208.5,1458806.0
1005,548.75,195.22,0.180946,68.5,25.75,110.5,84.25,61.0,58.5,51.75,157.0,1415006.0
1006,534.5,202.0,0.16461800000000001,73.0,20.25,111.5,103.0,67.25,45.25,43.0,144.25,1527435.0
1007,497.25,189.05,0.174845,64.0,19.25,104.75,84.0,55.75,51.75,40.0,141.75,1443227.0
1008,587.0,181.97,0.222755,63.0,19.5,144.5,72.25,69.75,57.25,45.75,178.0,1433480.0
1009,550.5,181.27,0.210537,63.5,21.5,167.0,53.75,64.5,63.25,40.25,140.25,1459616.0
1010,527.25,178.32,0.20837199999999997,64.0,12.0,110.75,92.25,58.5,48.5,43.75,161.5,1366951.0
1011,563.5,176.12,0.22829899999999997,62.5,12.5,133.25,78.5,70.0,61.0,60.75,147.5,1333222.0
1012,662.0,210.89,0.187041,75.0,24.25,140.25,88.25,75.0,62.5,69.5,202.25,1584579.0
1013,518.75,184.51,0.191483,63.5,26.25,112.0,75.5,52.75,56.5,44.5,151.25,1440139.0
1014,514.5,189.63,0.179794,71.0,12.25,114.0,86.75,64.5,49.25,46.0,141.75,1316587.0
1015,662.0,205.0,0.197962,74.5,18.25,150.75,79.0,72.25,65.25,65.5,211.0,1603353.0
1016,549.0,202.41,0.16839200000000001,61.0,15.75,70.75,77.5,44.0,56.5,79.5,205.0,1541011.0
1017,781.0,224.65,0.194465,80.5,26.0,182.25,105.75,82.5,76.25,72.75,235.5,1555218.0
1018,637.0,197.68,0.204842,71.5,22.75,157.0,93.5,72.5,64.0,53.25,174.0,1318040.0
1019,700.5,207.05,0.20534699999999997,71.5,36.75,143.25,120.25,75.75,68.25,58.25,198.0,1283768.0
1020,693.25,214.72,0.188948,71.5,38.75,143.0,116.0,76.25,71.25,61.25,186.75,1545909.0
1021,697.25,216.5,0.18692999999999999,68.0,45.75,137.5,103.5,69.25,69.5,81.5,190.25,1338585.0
1022,746.75,234.12,0.171207,80.5,47.75,162.5,116.0,85.0,79.5,49.25,206.75,1607144.0
1023,644.75,201.92,0.198713,72.0,21.0,138.25,93.5,68.5,58.0,63.0,202.5,1468671.0
1024,685.75,203.34,0.208419,73.0,27.5,155.0,104.75,85.5,69.75,61.75,181.5,1467209.0
1025,605.75,203.05,0.184636,71.0,23.25,124.5,98.5,68.0,55.5,55.25,180.75,1561872.0
1026,653.5,198.97,0.207425,69.5,24.25,140.25,94.75,86.0,72.5,48.25,187.5,1616745.0
1027,729.0,219.58,0.189998,78.5,29.25,146.5,120.25,91.75,70.25,61.0,210.0,1437594.0
1028,479.5,177.78,0.190644,66.0,13.0,114.75,61.5,55.5,48.25,40.0,146.5,1318456.0
